"pop" "chrom" "phys_assembly" "gen_assembly" "gen_dist" "phys_dist" "rrate"
"LSSWE" "HiC_scaffold_12" 10994985 33.972 0 89936 0
"LSSWE" "HiC_scaffold_12" 10996135 36.232 2.26 1150 1965.217
"LSSWE" "HiC_scaffold_12" 11143272 36.232 0 147137 0
"LSSWE" "HiC_scaffold_12" 11148864 37.917 1.69 5592 302.217
"LSSWE" "HiC_scaffold_12" 11203445 37.917 0 54581 0
"LSSWE" "HiC_scaffold_12" 11374831 39.603 1.69 171386 9.861
"LSSWE" "HiC_scaffold_12" 11376447 41.863 2.26 1616 1398.515
"LSSWE" "HiC_scaffold_12" 11462772 41.863 0 86325 0
"LSSWE" "HiC_scaffold_12" 11936287 41.863 0 473515 0
"LSSWE" "HiC_scaffold_12" 12382410 42.419 0.56 446123 1.255
"LSSWE" "HiC_scaffold_12" 12698918 42.974 0.55 316508 1.738
"LSSWE" "HiC_scaffold_12" 13453219 43.53 0.56 754301 0.742
"LSSWE" "HiC_scaffold_12" 13473898 43.53 0 20679 0
"LSSWE" "HiC_scaffold_12" 13493723 43.53 0 19825 0
"LSSWE" "HiC_scaffold_12" 13553153 45.216 1.69 59430 28.437
"LSSWE" "HiC_scaffold_12" 13680542 45.216 0 127389 0
"LSSWE" "HiC_scaffold_12" 14192965 46.901 1.69 512423 3.298
"LSSWE" "HiC_scaffold_12" 14372040 48.587 1.69 179075 9.437
"LSSWE" "HiC_scaffold_12" 14512317 52.612 4.02 140277 28.658
"LSSWE" "HiC_scaffold_12" 14523744 53.167 0.55 11427 48.132
"LSSWE" "HiC_scaffold_12" 14646479 53.167 0 122735 0
"LSSWE" "HiC_scaffold_12" 15453668 53.167 0 807189 0
"LSSWE" "HiC_scaffold_12" 16964361 55.402 2.23 1510693 1.476
"LSSWE" "HiC_scaffold_12" 17017829 55.402 0 53468 0
"LSSWE" "HiC_scaffold_12" 17165529 55.402 0 147700 0
"LSSWE" "HiC_scaffold_12" 17306645 55.958 0.56 141116 3.968
"LSSWE" "HiC_scaffold_12" 17502700 58.799 2.84 196055 14.486
"LSSWE" "HiC_scaffold_12" 17516508 59.355 0.56 13808 40.556
"LSSWE" "HiC_scaffold_12" 17530445 59.355 0 13937 0
"LSSWE" "HiC_scaffold_12" 17847228 60.472 1.12 316783 3.536
"LSSWE" "HiC_scaffold_12" 18117014 63.902 3.43 269786 12.714
"LSSWE" "HiC_scaffold_12" 18602932 63.902 0 485918 0
"LSSWE" "HiC_scaffold_12" 19278452 65.013 1.11 675520 1.643
"LSSWE" "HiC_scaffold_12" 19303938 66.124 1.11 25486 43.553
"LSSWE" "HiC_scaffold_12" 19457027 66.68 0.56 153089 3.658
"LSSWE" "HiC_scaffold_12" 19472365 66.68 0 15338 0
"LSSWE" "HiC_scaffold_12" 19904520 66.68 0 432155 0
"LSSWE" "HiC_scaffold_12" 20096951 67.236 0.56 192431 2.91
"LSSWE" "HiC_scaffold_12" 20189837 67.236 0 92886 0
"LSSWE" "HiC_scaffold_12" 20757883 67.236 0 568046 0
"LSSWE" "HiC_scaffold_12" 21724482 67.236 0 966599 0
"LSSWE" "HiC_scaffold_13" 295255 0 NA NA NA
"LSSWE" "HiC_scaffold_13" 396632 0 0 101377 0
"LSSWE" "HiC_scaffold_13" 427193 0 0 30561 0
"LSSWE" "HiC_scaffold_13" 427517 0 0 324 0
"LSSWE" "HiC_scaffold_13" 658565 0 0 231048 0
"LSSWE" "HiC_scaffold_13" 681433 0 0 22868 0
"LSSWE" "HiC_scaffold_13" 715858 1.212 1.21 34425 35.149
"LSSWE" "HiC_scaffold_13" 928051 1.212 0 212193 0
"LSSWE" "HiC_scaffold_13" 1180606 1.212 0 252555 0
"LSSWE" "HiC_scaffold_13" 1746766 1.815 0.6 566160 1.06
"LSSWE" "HiC_scaffold_13" 2166005 1.815 0 419239 0
"LSSWE" "HiC_scaffold_13" 2333927 3.5 1.69 167922 10.064
"LSSWE" "HiC_scaffold_13" 2532804 3.5 0 198877 0
"LSSWE" "HiC_scaffold_13" 2624273 3.5 0 91469 0
"LSSWE" "HiC_scaffold_13" 2686373 5.173 1.67 62100 26.892
"LSSWE" "HiC_scaffold_13" 3094344 5.173 0 407971 0
"LSSWE" "HiC_scaffold_13" 3764937 6.29 1.12 670593 1.67
"LSSWE" "HiC_scaffold_13" 3808660 6.29 0 43723 0
"LSSWE" "HiC_scaffold_13" 3814231 10.918 4.63 5571 831.09
"LSSWE" "HiC_scaffold_13" 3867784 13.159 2.24 53553 41.828
"LSSWE" "HiC_scaffold_13" 4339711 15.419 2.26 471927 4.789
"LSSWE" "HiC_scaffold_13" 4701986 15.975 0.56 362275 1.546
"LSSWE" "HiC_scaffold_13" 4707698 16.531 0.56 5712 98.039
"LSSWE" "HiC_scaffold_13" 4990432 17.086 0.55 282734 1.945
"LSSWE" "HiC_scaffold_13" 5072363 17.086 0 81931 0
"LSSWE" "HiC_scaffold_13" 5595605 18.772 1.69 523242 3.23
"LSSWE" "HiC_scaffold_13" 5776267 19.327 0.56 180662 3.1
"LSSWE" "HiC_scaffold_13" 5830702 19.327 0 54435 0
"LSSWE" "HiC_scaffold_13" 5933519 21.587 2.26 102817 21.981
"LSSWE" "HiC_scaffold_13" 6887114 27.442 5.86 953595 6.145
"LSSWE" "HiC_scaffold_13" 7058410 30.872 3.43 171296 20.024
"LSSWE" "HiC_scaffold_13" 7567892 32.558 1.69 509482 3.317
"LSSWE" "HiC_scaffold_13" 8170421 34.818 2.26 602529 3.751
"LSSWE" "HiC_scaffold_13" 8172207 36.491 1.67 1786 935.05
"LSSWE" "HiC_scaffold_13" 8196145 37.608 1.12 23938 46.788
"LSSWE" "HiC_scaffold_13" 9032117 38.164 0.56 835972 0.67
"LSSWE" "HiC_scaffold_13" 9108646 38.164 0 76529 0
"LSSWE" "HiC_scaffold_13" 9183439 38.164 0 74793 0
"LSSWE" "HiC_scaffold_13" 9424175 41.005 2.84 240736 11.797
"LSSWE" "HiC_scaffold_13" 9503104 41.005 0 78929 0
"LSSWE" "HiC_scaffold_13" 9805933 41.561 0.56 302829 1.849
"LSSWE" "HiC_scaffold_13" 10784664 44.991 3.43 978731 3.505
"LSSWE" "HiC_scaffold_13" 11249414 44.991 0 464750 0
"LSSWE" "HiC_scaffold_13" 11633547 50.228 5.24 384133 13.641
"LSSWE" "HiC_scaffold_13" 12786228 51.914 1.69 1152681 1.466
"LSSWE" "HiC_scaffold_13" 12965488 54.174 2.26 179260 12.607
"LSSWE" "HiC_scaffold_13" 13324915 54.73 0.56 359427 1.558
"LSSWE" "HiC_scaffold_13" 13412340 55.285 0.55 87425 6.291
"LSSWE" "HiC_scaffold_13" 13723436 55.841 0.56 311096 1.8
"LSSWE" "HiC_scaffold_13" 13723752 55.841 0 316 0
"LSSWE" "HiC_scaffold_13" 13749330 56.952 1.11 25578 43.397
"LSSWE" "HiC_scaffold_13" 13826678 58.069 1.12 77348 14.48
"LSSWE" "HiC_scaffold_13" 14085272 58.625 0.56 258594 2.166
"LSSWE" "HiC_scaffold_13" 14270737 60.31 1.69 185465 9.112
"LSSWE" "HiC_scaffold_13" 14495091 64.335 4.02 224354 17.918
"LSSWE" "HiC_scaffold_13" 15125650 64.335 0 630559 0
"LSSWE" "HiC_scaffold_13" 15223256 64.335 0 97606 0
"LSSWE" "HiC_scaffold_13" 15358770 64.335 0 135514 0
"LSSWE" "HiC_scaffold_13" 15418870 64.891 0.56 60100 9.318
"LSSWE" "HiC_scaffold_13" 15666148 64.891 0 247278 0
"LSSWE" "HiC_scaffold_13" 16539089 65.447 0.56 872941 0.642
"LSSWE" "HiC_scaffold_13" 16714183 65.447 0 175094 0
"LSSWE" "HiC_scaffold_13" 17104172 66.002 0.55 389989 1.41
"LSSWE" "HiC_scaffold_13" 17202010 66.558 0.56 97838 5.724
"LSSWE" "HiC_scaffold_13" 17339797 67.675 1.12 137787 8.128
"LSSWE" "HiC_scaffold_13" 17881630 68.792 1.12 541833 2.067
"LSSWE" "HiC_scaffold_13" 17974595 68.792 0 92965 0
"LSSWE" "HiC_scaffold_13" 18059555 68.792 0 84960 0
"LSSWE" "HiC_scaffold_13" 18806976 68.792 0 747421 0
"LSSWE" "HiC_scaffold_13" 18971511 69.45 0.66 164535 4.011
"LSSWE" "HiC_scaffold_13" 19462524 69.45 0 491013 0
"LSSWE" "HiC_scaffold_13" 19662785 69.45 0 200261 0
"LSSWE" "HiC_scaffold_13" 19734143 69.45 0 71358 0
"LSSWE" "HiC_scaffold_13" 20038551 69.45 0 304408 0
"LSSWE" "HiC_scaffold_13" 20685094 69.45 0 646543 0
"LSSWE" "HiC_scaffold_14" 846332 0 NA NA NA
"LSSWE" "HiC_scaffold_14" 1645617 2.501 2.5 799285 3.128
"LSSWE" "HiC_scaffold_14" 2492926 2.501 0 847309 0
"LSSWE" "HiC_scaffold_14" 2497433 2.501 0 4507 0
"LSSWE" "HiC_scaffold_14" 3068356 2.501 0 570923 0
"LSSWE" "HiC_scaffold_14" 3075343 4.167 1.67 6987 239.015
"LSSWE" "HiC_scaffold_14" 3399173 4.167 0 323830 0
"LSSWE" "HiC_scaffold_14" 3583179 4.167 0 184006 0
"LSSWE" "HiC_scaffold_14" 3590649 8.795 4.63 7470 619.813
"LSSWE" "HiC_scaffold_14" 3824085 12.225 3.43 233436 14.694
"LSSWE" "HiC_scaffold_14" 3851631 12.78 0.55 27546 19.967
"LSSWE" "HiC_scaffold_14" 4701976 12.78 0 850345 0
"LSSWE" "HiC_scaffold_14" 5284248 12.78 0 582272 0
"LSSWE" "HiC_scaffold_14" 5463627 12.78 0 179379 0
"LSSWE" "HiC_scaffold_14" 5488891 14.466 1.69 25264 66.894
"LSSWE" "HiC_scaffold_14" 5957612 15.022 0.56 468721 1.195
"LSSWE" "HiC_scaffold_14" 6008592 15.022 0 50980 0
"LSSWE" "HiC_scaffold_14" 6184295 16.139 1.12 175703 6.374
"LSSWE" "HiC_scaffold_14" 7767988 16.139 0 1583693 0
"LSSWE" "HiC_scaffold_14" 7805414 17.824 1.69 37426 45.156
"LSSWE" "HiC_scaffold_14" 8202673 17.824 0 397259 0
"LSSWE" "HiC_scaffold_14" 9172990 18.942 1.12 970317 1.154
"LSSWE" "HiC_scaffold_14" 9595484 19.497 0.55 422494 1.302
"LSSWE" "HiC_scaffold_14" 9725317 19.497 0 129833 0
"LSSWE" "HiC_scaffold_14" 10192780 20.053 0.56 467463 1.198
"LSSWE" "HiC_scaffold_14" 10356219 20.608 0.55 163439 3.365
"LSSWE" "HiC_scaffold_14" 10377662 22.275 1.67 21443 77.881
"LSSWE" "HiC_scaffold_14" 10754426 22.275 0 376764 0
"LSSWE" "HiC_scaffold_14" 11137219 25.634 3.36 382793 8.778
"LSSWE" "HiC_scaffold_14" 11221637 30.871 5.24 84418 62.072
"LSSWE" "HiC_scaffold_14" 11460868 31.427 0.56 239231 2.341
"LSSWE" "HiC_scaffold_14" 11534061 31.427 0 73193 0
"LSSWE" "HiC_scaffold_14" 11789248 32.544 1.12 255187 4.389
"LSSWE" "HiC_scaffold_14" 11793031 36.569 4.03 3783 1065.292
"LSSWE" "HiC_scaffold_14" 12606693 37.125 0.56 813662 0.688
"LSSWE" "HiC_scaffold_14" 12706458 38.242 1.12 99765 11.226
"LSSWE" "HiC_scaffold_14" 13114308 41.045 2.8 407850 6.865
"LSSWE" "HiC_scaffold_14" 13206540 41.045 0 92232 0
"LSSWE" "HiC_scaffold_14" 13662774 44.475 3.43 456234 7.518
"LSSWE" "HiC_scaffold_14" 13982543 44.475 0 319769 0
"LSSWE" "HiC_scaffold_14" 14062963 47.905 3.43 80420 42.651
"LSSWE" "HiC_scaffold_14" 14656093 50.746 2.84 593130 4.788
"LSSWE" "HiC_scaffold_14" 14983628 53.007 2.26 327535 6.9
"LSSWE" "HiC_scaffold_14" 15025672 53.562 0.55 42044 13.082
"LSSWE" "HiC_scaffold_14" 15868891 53.562 0 843219 0
"LSSWE" "HiC_scaffold_14" 16017624 53.562 0 148733 0
"LSSWE" "HiC_scaffold_14" 16124979 54.165 0.6 107355 5.589
"LSSWE" "HiC_scaffold_14" 16259699 54.767 0.6 134720 4.454
"LSSWE" "HiC_scaffold_14" 16833804 55.37 0.6 574105 1.045
"LSSWE" "HiC_scaffold_14" 17230702 55.972 0.6 396898 1.512
"LSSWE" "HiC_scaffold_14" 17708623 56.889 0.92 477921 1.925
"LSSWE" "HiC_scaffold_14" 19204163 56.889 0 1495540 0
"LSSWE" "HiC_scaffold_14" 20875428 56.889 0 1671265 0
"LSSWE" "HiC_scaffold_15" 432172 0 NA NA NA
"LSSWE" "HiC_scaffold_15" 1175269 0 0 743097 0
"LSSWE" "HiC_scaffold_15" 1185401 0 0 10132 0
"LSSWE" "HiC_scaffold_15" 2531222 2.522 2.52 1345821 1.872
"LSSWE" "HiC_scaffold_15" 2785884 4.188 1.67 254662 6.558
"LSSWE" "HiC_scaffold_15" 2874559 4.188 0 88675 0
"LSSWE" "HiC_scaffold_15" 3593033 4.188 0 718474 0
"LSSWE" "HiC_scaffold_15" 3598896 4.188 0 5863 0
"LSSWE" "HiC_scaffold_15" 3979039 4.188 0 380143 0
"LSSWE" "HiC_scaffold_15" 4137834 6.189 2 158795 12.595
"LSSWE" "HiC_scaffold_15" 4205222 6.189 0 67388 0
"LSSWE" "HiC_scaffold_15" 4280042 6.847 0.66 74820 8.821
"LSSWE" "HiC_scaffold_15" 4331665 6.847 0 51623 0
"LSSWE" "HiC_scaffold_15" 4424943 6.847 0 93278 0
"LSSWE" "HiC_scaffold_15" 4532063 7.964 1.12 107120 10.456
"LSSWE" "HiC_scaffold_15" 4534665 7.964 0 2602 0
"LSSWE" "HiC_scaffold_15" 4797177 7.964 0 262512 0
"LSSWE" "HiC_scaffold_15" 5369880 7.964 0 572703 0
"LSSWE" "HiC_scaffold_15" 5465018 8.519 0.55 95138 5.781
"LSSWE" "HiC_scaffold_15" 5498218 10.78 2.26 33200 68.072
"LSSWE" "HiC_scaffold_15" 5642198 12.465 1.69 143980 11.738
"LSSWE" "HiC_scaffold_15" 5642542 12.465 0 344 0
"LSSWE" "HiC_scaffold_15" 5969193 12.465 0 326651 0
"LSSWE" "HiC_scaffold_15" 6427841 16.49 4.02 458648 8.765
"LSSWE" "HiC_scaffold_15" 6895958 16.49 0 468117 0
"LSSWE" "HiC_scaffold_15" 7075936 16.49 0 179978 0
"LSSWE" "HiC_scaffold_15" 7256856 19.888 3.4 180920 18.793
"LSSWE" "HiC_scaffold_15" 7644787 19.888 0 387931 0
"LSSWE" "HiC_scaffold_15" 8065536 19.888 0 420749 0
"LSSWE" "HiC_scaffold_15" 9247172 22.148 2.26 1181636 1.913
"LSSWE" "HiC_scaffold_15" 9310485 22.148 0 63313 0
"LSSWE" "HiC_scaffold_15" 9531471 22.704 0.56 220986 2.534
"LSSWE" "HiC_scaffold_15" 9708778 22.704 0 177307 0
"LSSWE" "HiC_scaffold_15" 10131935 23.821 1.12 423157 2.647
"LSSWE" "HiC_scaffold_15" 10206386 23.821 0 74451 0
"LSSWE" "HiC_scaffold_15" 11125036 24.938 1.12 918650 1.219
"LSSWE" "HiC_scaffold_15" 11356124 24.938 0 231088 0
"LSSWE" "HiC_scaffold_15" 11397291 28.368 3.43 41167 83.319
"LSSWE" "HiC_scaffold_15" 11590674 30.054 1.69 193383 8.739
"LSSWE" "HiC_scaffold_15" 11674738 30.054 0 84064 0
"LSSWE" "HiC_scaffold_15" 11714767 31.171 1.12 40029 27.98
"LSSWE" "HiC_scaffold_15" 12191817 32.857 1.69 477050 3.543
"LSSWE" "HiC_scaffold_15" 12212527 37.384 4.53 20710 218.735
"LSSWE" "HiC_scaffold_15" 12523619 37.384 0 311092 0
"LSSWE" "HiC_scaffold_15" 12914229 38.501 1.12 390610 2.867
"LSSWE" "HiC_scaffold_15" 13412260 39.057 0.56 498031 1.124
"LSSWE" "HiC_scaffold_15" 13763692 40.174 1.12 351432 3.187
"LSSWE" "HiC_scaffold_15" 14570617 43.016 2.84 806925 3.52
"LSSWE" "HiC_scaffold_15" 14639766 44.701 1.69 69149 24.44
"LSSWE" "HiC_scaffold_15" 15242784 47.504 2.8 603018 4.643
"LSSWE" "HiC_scaffold_15" 15388414 48.06 0.56 145630 3.845
"LSSWE" "HiC_scaffold_15" 15407111 48.615 0.55 18697 29.416
"LSSWE" "HiC_scaffold_15" 16435525 51.457 2.84 1028414 2.762
"LSSWE" "HiC_scaffold_15" 16466194 53.143 1.69 30669 55.105
"LSSWE" "HiC_scaffold_15" 16603812 54.26 1.12 137618 8.138
"LSSWE" "HiC_scaffold_15" 17301350 54.26 0 697538 0
"LSSWE" "HiC_scaffold_15" 17304565 54.26 0 3215 0
"LSSWE" "HiC_scaffold_15" 17462995 54.26 0 158430 0
"LSSWE" "HiC_scaffold_15" 17838044 54.26 0 375049 0
"LSSWE" "HiC_scaffold_15" 18106110 54.862 0.6 268066 2.238
"LSSWE" "HiC_scaffold_15" 18212118 54.862 0 106008 0
"LSSWE" "HiC_scaffold_15" 18730901 57.956 3.09 518783 5.956
"LSSWE" "HiC_scaffold_15" 18747362 57.956 0 16461 0
"LSSWE" "HiC_scaffold_15" 19024263 57.956 0 276901 0
"LSSWE" "HiC_scaffold_15" 19607952 57.956 0 583689 0
"LSSWE" "HiC_scaffold_16" 827205 0 NA NA NA
"LSSWE" "HiC_scaffold_16" 1750387 3.705 3.7 923182 4.008
"LSSWE" "HiC_scaffold_16" 1856149 4.505 0.8 105762 7.564
"LSSWE" "HiC_scaffold_16" 2089946 4.505 0 233797 0
"LSSWE" "HiC_scaffold_16" 2352074 8.143 3.64 262128 13.886
"LSSWE" "HiC_scaffold_16" 2489483 10.404 2.26 137409 16.447
"LSSWE" "HiC_scaffold_16" 2884991 12.089 1.69 395508 4.273
"LSSWE" "HiC_scaffold_16" 3254941 16.114 4.03 369950 10.893
"LSSWE" "HiC_scaffold_16" 3303521 16.114 0 48580 0
"LSSWE" "HiC_scaffold_16" 4819404 16.114 0 1515883 0
"LSSWE" "HiC_scaffold_16" 5282142 16.114 0 462738 0
"LSSWE" "HiC_scaffold_16" 5422946 18.956 2.84 140804 20.17
"LSSWE" "HiC_scaffold_16" 7233041 18.956 0 1810095 0
"LSSWE" "HiC_scaffold_16" 8031472 22.386 3.43 798431 4.296
"LSSWE" "HiC_scaffold_16" 8252216 25.202 2.82 220744 12.775
"LSSWE" "HiC_scaffold_16" 8257435 25.757 0.55 5219 105.384
"LSSWE" "HiC_scaffold_16" 9093107 27.443 1.69 835672 2.022
"LSSWE" "HiC_scaffold_16" 9537042 27.998 0.55 443935 1.239
"LSSWE" "HiC_scaffold_16" 9985116 27.998 0 448074 0
"LSSWE" "HiC_scaffold_16" 10133447 33.236 5.24 148331 35.326
"LSSWE" "HiC_scaffold_16" 10307798 33.236 0 174351 0
"LSSWE" "HiC_scaffold_16" 10487469 36.633 3.4 179671 18.923
"LSSWE" "HiC_scaffold_16" 10830811 37.189 0.56 343342 1.631
"LSSWE" "HiC_scaffold_16" 10941001 41.816 4.63 110190 42.018
"LSSWE" "HiC_scaffold_16" 12600436 42.934 1.12 1659435 0.675
"LSSWE" "HiC_scaffold_16" 12646944 42.934 0 46508 0
"LSSWE" "HiC_scaffold_16" 13167823 43.489 0.55 520879 1.056
"LSSWE" "HiC_scaffold_16" 13177763 44.606 1.12 9940 112.676
"LSSWE" "HiC_scaffold_16" 13917268 46.292 1.69 739505 2.285
"LSSWE" "HiC_scaffold_16" 14342745 52.147 5.85 425477 13.749
"LSSWE" "HiC_scaffold_16" 14851662 55.577 3.43 508917 6.74
"LSSWE" "HiC_scaffold_16" 15173146 55.577 0 321484 0
"LSSWE" "HiC_scaffold_16" 15188397 55.577 0 15251 0
"LSSWE" "HiC_scaffold_16" 15416956 57.837 2.26 228559 9.888
"LSSWE" "HiC_scaffold_16" 17085785 57.837 0 1668829 0
"LSSWE" "HiC_scaffold_16" 17110745 57.837 0 24960 0
"LSSWE" "HiC_scaffold_16" 17390612 57.837 0 279867 0
"LSSWE" "HiC_scaffold_16" 17448082 58.392 0.55 57470 9.57
"LSSWE" "HiC_scaffold_16" 17554998 58.392 0 106916 0
"LSSWE" "HiC_scaffold_16" 17580913 58.392 0 25915 0
"LSSWE" "HiC_scaffold_16" 17721416 59.05 0.66 140503 4.697
"LSSWE" "HiC_scaffold_16" 17950517 59.05 0 229101 0
"LSSWE" "HiC_scaffold_16" 19061958 59.775 0.73 1111441 0.657
"LSSWE" "HiC_scaffold_16" 19390773 59.775 0 328815 0
"LSSWE" "HiC_scaffold_16" 20148093 59.775 0 757320 0
"LSSWE" "HiC_scaffold_17" 347923 0 NA NA NA
"LSSWE" "HiC_scaffold_17" 1168853 0 0 820930 0
"LSSWE" "HiC_scaffold_17" 1651760 0 0 482907 0
"LSSWE" "HiC_scaffold_17" 1900685 0 0 248925 0
"LSSWE" "HiC_scaffold_17" 2014930 0 0 114245 0
"LSSWE" "HiC_scaffold_17" 2102302 1.117 1.12 87372 12.819
"LSSWE" "HiC_scaffold_17" 2236323 1.117 0 134021 0
"LSSWE" "HiC_scaffold_17" 2969233 1.117 0 732910 0
"LSSWE" "HiC_scaffold_17" 3160700 1.673 0.56 191467 2.925
"LSSWE" "HiC_scaffold_17" 3407085 2.228 0.56 246385 2.273
"LSSWE" "HiC_scaffold_17" 3407998 2.784 0.56 913 613.363
"LSSWE" "HiC_scaffold_17" 3558529 3.34 0.56 150531 3.72
"LSSWE" "HiC_scaffold_17" 3684606 3.34 0 126077 0
"LSSWE" "HiC_scaffold_17" 3831703 3.34 0 147097 0
"LSSWE" "HiC_scaffold_17" 4164240 3.34 0 332537 0
"LSSWE" "HiC_scaffold_17" 4880086 7.967 4.63 715846 6.468
"LSSWE" "HiC_scaffold_17" 5628052 9.085 1.12 747966 1.497
"LSSWE" "HiC_scaffold_17" 5638888 9.64 0.55 10836 50.757
"LSSWE" "HiC_scaffold_17" 5906829 9.64 0 267941 0
"LSSWE" "HiC_scaffold_17" 5925172 9.64 0 18343 0
"LSSWE" "HiC_scaffold_17" 5936818 10.196 0.56 11646 48.085
"LSSWE" "HiC_scaffold_17" 6089167 10.196 0 152349 0
"LSSWE" "HiC_scaffold_17" 6235443 10.751 0.55 146276 3.76
"LSSWE" "HiC_scaffold_17" 6766079 14.737 3.99 530636 7.519
"LSSWE" "HiC_scaffold_17" 6776983 15.292 0.55 10904 50.44
"LSSWE" "HiC_scaffold_17" 7130949 19.92 4.63 353966 13.08
"LSSWE" "HiC_scaffold_17" 7413483 19.92 0 282534 0
"LSSWE" "HiC_scaffold_17" 7580706 19.92 0 167223 0
"LSSWE" "HiC_scaffold_17" 7606119 19.92 0 25413 0
"LSSWE" "HiC_scaffold_17" 7770119 21.037 1.12 164000 6.829
"LSSWE" "HiC_scaffold_17" 8019719 21.037 0 249600 0
"LSSWE" "HiC_scaffold_17" 8064254 22.155 1.12 44535 25.149
"LSSWE" "HiC_scaffold_17" 8761026 22.155 0 696772 0
"LSSWE" "HiC_scaffold_17" 8769732 23.828 1.67 8706 191.822
"LSSWE" "HiC_scaffold_17" 9564457 24.383 0.55 794725 0.692
"LSSWE" "HiC_scaffold_17" 9770484 24.939 0.56 206027 2.718
"LSSWE" "HiC_scaffold_17" 9872605 26.056 1.12 102121 10.967
"LSSWE" "HiC_scaffold_17" 10862665 30.081 4.02 990060 4.06
"LSSWE" "HiC_scaffold_17" 11105862 31.199 1.12 243197 4.605
"LSSWE" "HiC_scaffold_17" 11324874 31.754 0.55 219012 2.511
"LSSWE" "HiC_scaffold_17" 11378733 31.754 0 53859 0
"LSSWE" "HiC_scaffold_17" 11379061 32.871 1.12 328 3414.634
"LSSWE" "HiC_scaffold_17" 11674303 32.871 0 295242 0
"LSSWE" "HiC_scaffold_17" 12370502 32.871 0 696199 0
"LSSWE" "HiC_scaffold_17" 12437764 36.243 3.37 67262 50.103
"LSSWE" "HiC_scaffold_17" 12655658 36.798 0.55 217894 2.524
"LSSWE" "HiC_scaffold_17" 13164057 36.798 0 508399 0
"LSSWE" "HiC_scaffold_17" 13164366 36.798 0 309 0
"LSSWE" "HiC_scaffold_17" 13221006 37.354 0.56 56640 9.887
"LSSWE" "HiC_scaffold_17" 13280162 37.909 0.55 59156 9.297
"LSSWE" "HiC_scaffold_17" 13632843 39.027 1.12 352681 3.176
"LSSWE" "HiC_scaffold_17" 13718054 39.027 0 85211 0
"LSSWE" "HiC_scaffold_17" 13909447 39.582 0.55 191393 2.874
"LSSWE" "HiC_scaffold_17" 13910027 41.817 2.23 580 3844.828
"LSSWE" "HiC_scaffold_17" 14465685 41.817 0 555658 0
"LSSWE" "HiC_scaffold_17" 14886124 43.502 1.69 420439 4.02
"LSSWE" "HiC_scaffold_17" 15373582 43.502 0 487458 0
"LSSWE" "HiC_scaffold_17" 15397949 43.502 0 24367 0
"LSSWE" "HiC_scaffold_17" 15678762 43.502 0 280813 0
"LSSWE" "HiC_scaffold_17" 15771377 44.058 0.56 92615 6.047
"LSSWE" "HiC_scaffold_17" 15810601 44.058 0 39224 0
"LSSWE" "HiC_scaffold_17" 15846190 44.058 0 35589 0
"LSSWE" "HiC_scaffold_17" 16453445 44.058 0 607255 0
"LSSWE" "HiC_scaffold_17" 16891722 44.058 0 438277 0
"LSSWE" "HiC_scaffold_17" 17329604 44.058 0 437882 0
"LSSWE" "HiC_scaffold_17" 17535364 44.058 0 205760 0
"LSSWE" "HiC_scaffold_17" 17777541 44.058 0 242177 0
"LSSWE" "HiC_scaffold_17" 19333440 44.058 0 1555899 0
"LSSWE" "HiC_scaffold_18" 860846 0 NA NA NA
"LSSWE" "HiC_scaffold_18" 1992589 0 0 1131743 0
"LSSWE" "HiC_scaffold_18" 2591856 1.325 1.32 599267 2.203
"LSSWE" "HiC_scaffold_18" 2788434 3.01 1.68 196578 8.546
"LSSWE" "HiC_scaffold_18" 3301866 5.852 2.84 513432 5.531
"LSSWE" "HiC_scaffold_18" 3379041 7.537 1.68 77175 21.769
"LSSWE" "HiC_scaffold_18" 3585046 7.537 0 206005 0
"LSSWE" "HiC_scaffold_18" 5526787 12.674 5.14 1941741 2.647
"LSSWE" "HiC_scaffold_18" 5955494 14.359 1.69 428707 3.942
"LSSWE" "HiC_scaffold_18" 6855800 25.88 11.52 900306 12.796
"LSSWE" "HiC_scaffold_18" 7168525 29.238 3.36 312725 10.744
"LSSWE" "HiC_scaffold_18" 7518655 29.794 0.56 350130 1.599
"LSSWE" "HiC_scaffold_18" 7748358 29.794 0 229703 0
"LSSWE" "HiC_scaffold_18" 8498113 30.349 0.55 749755 0.734
"LSSWE" "HiC_scaffold_18" 8594301 31.467 1.12 96188 11.644
"LSSWE" "HiC_scaffold_18" 8656247 31.467 0 61946 0
"LSSWE" "HiC_scaffold_18" 8742045 32.584 1.12 85798 13.054
"LSSWE" "HiC_scaffold_18" 8948906 35.4 2.82 206861 13.632
"LSSWE" "HiC_scaffold_18" 9712824 35.4 0 763918 0
"LSSWE" "HiC_scaffold_18" 9721993 35.956 0.56 9169 61.075
"LSSWE" "HiC_scaffold_18" 10309374 39.981 4.02 587381 6.844
"LSSWE" "HiC_scaffold_18" 11115443 41.098 1.12 806069 1.389
"LSSWE" "HiC_scaffold_18" 11474164 41.654 0.56 358721 1.561
"LSSWE" "HiC_scaffold_18" 11973295 42.771 1.12 499131 2.244
"LSSWE" "HiC_scaffold_18" 12655101 42.771 0 681806 0
"LSSWE" "HiC_scaffold_18" 13057280 42.771 0 402179 0
"LSSWE" "HiC_scaffold_18" 13334989 42.771 0 277709 0
"LSSWE" "HiC_scaffold_18" 13503274 50.525 7.75 168285 46.053
"LSSWE" "HiC_scaffold_18" 14138255 51.08 0.55 634981 0.866
